Dia,P/L,LPA,Mês,P/VP,VPA,30 dias,P/EBIT,Marg. Bruta,12 meses,PSR,Marg. EBIT,2020,P/Ativos,Marg. Líquida,2019,P/Cap. Giro,EBIT / Ativo,2018,P/Ativ Circ Liq,ROIC,2017,Div. Yield,ROE,2016,EV / EBITDA,Liquidez Corr,2015,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,ticker
-0.013300000000000001,18.87,0.39,-0.013300000000000001,4.39,1.69,0.0571,13.86,0.429,0.13849999999999998,1.37,0.099,0.0803,1.26,0.073,0.0538,32.83,0.091,0.0,-4.98,0.099,0.0,0.0,0.23199999999999998,0.0,12.59,1.09,0.0,16.65,0.95,-0.071,0.92,CAMB3
0.0,15.94,0.39,0.0,3.7,1.69,0.0,11.7,0.429,1.1259000000000001,1.16,0.099,0.0,1.07,0.073,1.2482,27.73,0.091,2.2325999999999997,-4.21,0.099,0.72,0.0,0.23199999999999998,-0.48979999999999996,10.97,1.09,-0.3423,14.5,0.95,-0.071,0.92,CAMB4
0.0311,10.07,0.92,0.0311,1.52,6.1,0.0022,13.58,0.24,0.2612,0.68,0.05,0.028900000000000002,0.64,0.067,0.3039,2.06,0.047,-0.0799,19.07,0.063,-0.1144,0.021,0.151,0.0,12.92,2.02,0.0,18.99,0.99,0.14300000000000002,0.94,CAML3
0.0678,19.17,0.63,0.0678,2.01,6.02,-0.1349,15.16,0.24100000000000002,0.6857,1.19,0.079,-0.011399999999999999,1.03,0.062,0.8326,-110.52,0.068,-0.2736,-4.51,0.081,1.0743,0.021,0.105,0.748,6.81,0.97,0.07629999999999999,17.88,0.49,-0.02,0.86,CARD3
0.0,12.01,1.57,0.0,0.86,21.99,-0.0508,5.25,0.166,-0.2546,0.54,0.10400000000000001,-0.04650000000000001,0.3,0.045,-0.22719999999999999,-10.35,0.057999999999999996,0.0039000000000000003,-0.75,0.064,-0.21059999999999998,0.0,0.071,0.2077,6.89,0.89,-0.1523,11.52,1.12,0.036000000000000004,0.56,CBEE3
-0.0127,-222.41,-0.12,-0.0127,4.06,6.3,-0.0039000000000000003,17.77,0.6459999999999999,1.2856999999999998,9.31,0.524,0.0075,1.17,0.094,1.9206999999999999,35.75,0.066,0.0848,-2.97,0.073,0.26899999999999996,0.0,-0.018000000000000002,0.1575,19.86,1.4,-0.273,23.56,1.64,0.061,0.13,CCPR3
0.0115,50.46,0.37,0.0115,4.26,4.33,-0.0181,11.39,0.41200000000000003,0.3122,3.66,0.321,-0.0279,1.19,0.06,0.7822,123.29,0.10400000000000001,-0.268,-2.21,0.12,0.0475,0.040999999999999995,0.084,0.3356,9.86,1.06,-0.1134,15.44,1.94,0.052000000000000005,0.33,CCRO3
0.0,-0.48,-2.43,0.0,-0.04,-30.98,-0.39270000000000005,-0.65,0.0,-0.6657,0.0,0.0,-0.44229999999999997,0.18,0.0,-0.43320000000000003,0.0,-0.285,-0.4175,0.0,0.0,-0.5655,0.0,0.079,-0.5511,-0.52,0.0,0.7,-0.52,0.0,0.0,0.0,CCXC3
0.0269,10.05,7.46,0.0269,2.76,27.16,0.3456,8.7,0.172,1.6816,0.4,0.046,0.37799999999999995,0.3,0.053,0.946,9.27,0.035,0.12789999999999999,-0.81,0.042,-0.1348,0.001,0.275,0.9944,7.15,1.08,-0.0521,10.47,1.26,0.040999999999999995,0.75,CEBR3
0.0,10.99,7.46,0.0,3.02,27.16,0.4017,9.52,0.172,1.7996,0.44,0.046,0.2577,0.33,0.053,1.0192,10.15,0.035,0.37520000000000003,-0.89,0.042,-0.031400000000000004,0.048,0.275,0.3319,7.7,1.08,0.0718,11.29,1.26,0.040999999999999995,0.75,CEBR5
0.0,9.56,7.46,0.0,2.63,27.16,0.32530000000000003,8.27,0.172,1.3822,0.38,0.046,0.332,0.29,0.053,0.7425,8.82,0.035,0.24170000000000003,-0.77,0.042,0.0875,0.001,0.275,0.4113,6.86,1.08,-0.09390000000000001,10.04,1.26,0.040999999999999995,0.75,CEBR6
-0.18289999999999998,2.04,5.15,-0.18289999999999998,0.57,18.52,0.2324,-5.18,0.08800000000000001,0.75,0.16,-0.03,0.16670000000000001,0.14,0.081,0.3235,-5.72,-0.027000000000000003,-0.3818,-0.48,-0.031,0.8332999999999999,0.0,0.278,-0.25,-1025.96,0.95,-0.11109999999999999,-15.7,1.26,0.12300000000000001,0.89,CEDO3
0.0432,1.64,5.15,0.0432,0.46,18.52,-0.0287,-4.17,0.08800000000000001,0.3629,0.13,-0.03,-0.0265,0.11,0.081,0.44670000000000004,-4.6,-0.027000000000000003,-0.1202,-0.38,-0.031,1.393,0.0,0.278,-0.6383,-959.83,0.95,-0.1959,-14.69,1.26,0.12300000000000001,0.89,CEDO4
-0.0227,15.99,2.69,-0.0227,2.24,19.16,0.0728,9.34,0.226,0.785,1.52,0.162,0.0875,0.61,0.095,0.7109000000000001,15.81,0.065,0.1313,-1.2,0.071,0.0761,0.092,0.14,-0.0603,10.79,1.21,0.057,15.09,1.49,0.044000000000000004,0.4,CEEB3
0.0,14.46,2.69,0.0,2.03,19.16,0.0,8.45,0.226,0.9802,1.37,0.162,0.0,0.55,0.095,0.9802,14.31,0.065,0.06559999999999999,-1.09,0.071,-0.0757,0.0,0.14,-0.015300000000000001,10.15,1.21,0.0975,14.21,1.49,0.044000000000000004,0.4,CEEB5
0.0,-0.85,-117.38,0.0,-0.29,-346.26,0.0,-1.85,-0.07,1.6666999999999998,0.3,-0.16,0.0,0.26,-0.34700000000000003,1.6666999999999998,-0.32,-0.139,0.2504,-0.16,-0.17300000000000001,0.017,0.0,0.33899999999999997,0.47450000000000003,-4.24,0.24,-0.6429,-3.28,-0.24,-0.2,0.87,CEED3
0.0,-0.94,-117.38,0.0,-0.32,-346.26,0.1,-2.04,-0.07,1.8947,0.32,-0.16,0.1,0.28,-0.34700000000000003,1.6316,-0.35,-0.139,0.1515,-0.17,-0.17300000000000001,0.1,0.0,0.33899999999999997,-0.33630000000000004,-4.48,0.24,0.036699999999999997,-3.47,-0.24,-0.2,0.87,CEED4
0.0,67.73,0.69,0.0,9.62,4.88,-0.0208,28.37,0.23600000000000002,0.5049,2.75,0.09699999999999999,0.0021,3.63,0.040999999999999995,0.5017,-52.65,0.128,0.26890000000000003,-9.32,0.154,0.1593,0.0,0.142,-0.7602,22.8,0.77,0.0325,29.7,0.59,0.015,1.32,CEGR3
0.0,20.44,1.32,0.0,1.25,21.69,0.0622,4.38,0.16899999999999998,0.6323,0.45,0.10300000000000001,0.0622,0.25,0.022000000000000002,0.5366,11.41,0.057999999999999996,0.2094,-0.49,0.066,-0.1117,0.069,0.061,-0.23170000000000002,9.02,1.09,0.9267,14.12,2.96,0.015,0.57,CEPE5
0.0,13.19,1.32,0.0,0.81,21.69,0.0,2.83,0.16899999999999998,-0.0433,0.29,0.10300000000000001,0.0,0.16,0.022000000000000002,0.151,7.36,0.057999999999999996,0.1475,-0.31,0.066,-0.0883,0.11800000000000001,0.061,-0.0788,8.03,1.09,0.1356,12.56,2.96,0.015,0.57,CEPE6
-0.0203,-94.07,-0.34,-0.0203,1.5,21.19,-0.0173,148.29,0.23399999999999999,0.5440999999999999,6.74,0.045,-0.0203,0.9,-0.07200000000000001,0.6104999999999999,22.55,0.006,0.8913,-2.71,0.006,-0.0818,0.027999999999999997,-0.016,0.2699,28.23,2.18,-0.42340000000000005,167.26,0.27,-0.152,0.13,CESP3
0.0,-94.25,-0.34,0.0,1.51,21.19,-0.0031,148.57,0.23399999999999999,0.4927,6.76,0.045,-0.0031,0.9,-0.07200000000000001,0.7131000000000001,22.6,0.006,0.08289999999999999,-2.71,0.006,0.036699999999999997,0.057,-0.016,0.7665000000000001,28.27,2.18,-0.3875,167.54,0.27,-0.152,0.13,CESP5
-0.0003,-93.95,-0.34,-0.0003,1.5,21.19,-0.0305,148.11,0.23399999999999999,0.4547,6.73,0.045,-0.0044,0.89,-0.07200000000000001,0.5152,22.53,0.006,0.6546,-2.7,0.006,0.0055000000000000005,0.027999999999999997,-0.016,0.0385,28.2,2.18,-0.3395,167.07,0.27,-0.152,0.13,CESP6
0.0,14.13,14.03,0.0,7.06,28.09,0.3873,14.08,0.308,2.0781,2.95,0.21,0.3872,2.7,0.209,1.7393,15.45,0.192,0.20739999999999997,-14.93,0.272,0.6364,0.13699999999999998,0.499,0.5094,12.71,1.66,-0.1008,15.0,0.92,0.071,0.91,CGAS3
0.0426,14.79,14.03,0.0426,7.39,28.09,0.44439999999999996,14.74,0.308,2.2053,3.09,0.21,0.4645,2.82,0.209,2.0176,16.17,0.192,0.0571,-15.63,0.272,0.5972999999999999,0.138,0.499,0.5708,13.27,1.66,-0.049100000000000005,15.66,0.92,0.071,0.91,CGAS5
0.015600000000000001,11.12,2.7,0.015600000000000001,1.14,26.4,0.053,14.0,0.532,0.1384,1.28,0.091,0.0027,0.78,0.115,0.3759,3.12,0.055,-0.0956,10.39,0.065,0.5954,0.044000000000000004,0.102,0.7567,9.67,2.74,-0.381,12.94,0.0,0.043,0.61,CGRA3
-0.0058,12.17,2.7,-0.0058,1.24,26.4,0.10289999999999999,15.32,0.532,0.2708,1.4,0.091,0.1084,0.85,0.115,0.302,3.42,0.055,-0.1061,11.37,0.065,0.7265999999999999,0.04,0.102,0.9428,10.66,2.74,-0.4338,14.26,0.0,0.043,0.61,CGRA4
0.0127,12.31,0.58,0.0127,2.05,3.48,-0.1527,13.44,0.502,-0.3716,3.67,0.273,-0.1418,0.21,0.298,-0.0106,3.15,0.015,-0.5816,-5.83,0.11800000000000001,0.0466,0.073,0.16699999999999998,0.0131,10.59,1.08,0.0353,13.16,0.82,-0.142,0.06,CIEL3
0.0,9.21,5.21,0.0,0.91,52.51,0.0,5.91,0.11900000000000001,-0.14429999999999998,0.24,0.040999999999999995,0.0,0.17,0.026000000000000002,0.0603,-22.58,0.028999999999999998,0.5543,-0.38,0.034,0.3946,0.046,0.099,-0.2588,5.13,0.98,-0.1722,8.79,0.76,0.036000000000000004,0.71,CLSC3
-0.0101,10.17,5.21,-0.0101,1.01,52.51,0.0602,6.53,0.11900000000000001,0.0055000000000000005,0.27,0.040999999999999995,0.053200000000000004,0.19,0.026000000000000002,0.0564,-24.93,0.028999999999999998,0.8721,-0.42,0.034,0.7053,0.046,0.099,0.7254,5.49,0.98,-0.1611,9.41,0.76,0.036000000000000004,0.71,CLSC4
0.012,6.77,2.49,0.012,1.43,11.8,0.0753,5.23,0.22899999999999998,0.08810000000000001,1.0,0.192,0.0808,0.49,0.15,0.0803,9.74,0.094,1.3744,-1.09,0.10099999999999999,-0.1685,0.043,0.21100000000000002,0.3615,6.78,1.32,-0.5045000000000001,8.13,0.88,0.039,0.49,CMIG3
0.0154,6.1,2.49,0.0154,1.29,11.8,0.1056,4.71,0.22899999999999998,0.1628,0.9,0.192,0.1008,0.44,0.15,0.044500000000000005,8.78,0.094,1.1661,-0.98,0.10099999999999999,-0.056299999999999996,0.048,0.21100000000000002,0.4069,6.35,1.32,-0.5064,7.61,0.88,0.039,0.49,CMIG4
0.0697,0.0,0.0,0.0697,8.95,4.72,0.1114,0.0,0.0,2.4309,0.0,0.0,0.19949999999999998,2.67,0.0,1.8602,38.59,0.0,0.0,-7.48,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,0.04,0.0,0.0,CNTO3
0.0,12.34,4.21,0.0,1.35,38.39,0.0,9.29,0.13,0.2034,0.78,0.084,0.0,0.48,0.063,0.425,27.76,0.051,-0.2026,-1.16,0.057999999999999996,0.21280000000000002,0.036000000000000004,0.11,0.2917,9.04,1.08,-0.0388,14.02,0.77,0.062,0.61,COCE3
0.0032,14.85,4.21,0.0032,1.63,38.39,-0.0063,11.18,0.13,0.30010000000000003,0.94,0.084,0.003,0.58,0.063,0.34740000000000004,33.42,0.051,-0.106,-1.4,0.057999999999999996,0.14400000000000002,0.03,0.11,0.4238,10.26,1.08,-0.0013,15.91,0.77,0.062,0.61,COCE5
0.0026,37.07,0.31,0.0026,1.19,9.77,-0.0412,22.0,0.626,0.0148,2.73,0.124,0.0192,0.59,0.073,0.30329999999999996,11.32,0.027000000000000003,-0.5009,-1.5,0.027000000000000003,0.4181,0.01,0.032,0.4407,15.05,1.76,-0.34700000000000003,34.49,0.7,0.08,0.21,COGN3
0.0191,18.22,2.14,0.0191,3.29,11.85,0.11460000000000001,9.88,0.21899999999999997,0.27449999999999997,1.57,0.159,0.09699999999999999,1.01,0.09,0.2522,46.91,0.102,0.5085000000000001,-2.29,0.11900000000000001,-0.22579999999999997,0.011000000000000001,0.18100000000000002,0.7204999999999999,10.52,1.09,-0.1119,13.64,1.49,0.11800000000000001,0.64,CPFE3
0.0191,12.22,6.55,0.0191,1.25,63.77,0.11109999999999999,6.58,0.272,1.5,1.41,0.215,0.1577,0.6,0.12,1.4058000000000002,11.65,0.091,0.49369999999999997,-1.8,0.10099999999999999,0.204,0.032,0.10300000000000001,0.2621,7.23,1.39,-0.30870000000000003,9.26,0.63,0.011000000000000001,0.42,CPLE3
0.0215,11.45,6.55,0.0215,1.18,63.77,0.0928,6.17,0.272,1.1684,1.33,0.215,0.0859,0.56,0.12,1.3532,10.92,0.091,0.3127,-1.68,0.10099999999999999,-0.0278,0.038,0.10300000000000001,0.1714,6.91,1.39,-0.2666,8.85,0.63,0.011000000000000001,0.42,CPLE6
0.0006,104.08,0.17,0.0006,2.08,8.5,-0.023700000000000002,10.6,0.46799999999999997,0.1973,4.96,0.46799999999999997,-0.042199999999999994,0.78,0.053,0.14550000000000002,-68.99,0.07400000000000001,0.21059999999999998,-1.56,0.081,0.1421,0.0,0.02,0.0165,9.7,0.91,-0.0171,15.49,1.17,0.079,0.16,CPRE3
0.0,-8.04,-5.22,0.0,0.64,65.47,0.20600000000000002,-8.25,-0.094,1.0614,3.33,-0.40399999999999997,0.1856,0.56,-0.5670000000000001,0.7744,2.39,-0.068,-0.326,3.45,-0.08199999999999999,0.0571,0.0,-0.08,0.037000000000000005,-6.06,5.61,-0.2541,-6.05,0.0,-0.053,0.17,CRDE3
-0.0018,44.17,0.51,-0.0018,3.48,6.48,-0.0815,12.02,0.212,0.1435,0.77,0.064,-0.034300000000000004,1.2,0.022000000000000002,0.3045,105.53,0.1,0.21030000000000001,-6.04,0.124,0.0235,0.013000000000000001,0.079,0.0,10.18,1.03,0.0,12.87,0.3,0.10300000000000001,1.56,CRFB3
-0.0148,8.55,0.7,-0.0148,0.65,9.16,-0.0669,0.0,0.0,0.3679,0.0,0.0,-0.0277,0.0,0.0,0.44630000000000003,0.0,0.0,0.3375,0.0,0.0,-0.1209,0.006,0.076,0.4,0.0,0.0,-0.2145,0.0,0.0,-0.008,0.0,CRIV3
0.0194,9.74,0.7,0.0194,0.74,9.16,0.0097,0.0,0.0,0.3546,0.0,0.0,-0.0332,0.0,0.0,0.3544,0.0,0.0,0.2535,0.0,0.0,0.4052,0.06,0.076,0.1679,0.0,0.0,0.31,0.0,0.0,-0.008,0.0,CRIV4
0.0,6.11,4.6,0.0,1.4,20.06,0.0021,7.87,0.27,0.029300000000000003,1.31,0.16699999999999998,0.0021,1.08,0.215,0.0637,1.54,0.13699999999999998,0.9693999999999999,1.92,0.188,-0.0067,0.0,0.22899999999999998,0.0,5.0,9.16,0.0,6.14,0.0,0.158,0.82,CRPG3
-0.0004,5.54,4.6,-0.0004,1.27,20.06,0.0091,7.13,0.27,-0.0219,1.19,0.16699999999999998,0.0184,0.98,0.215,-0.0908,1.39,0.13699999999999998,1.6522,1.75,0.188,1.7031,0.024,0.22899999999999998,0.5738,4.4,9.16,-0.36619999999999997,5.4,0.0,0.158,0.82,CRPG5
-0.0151,5.54,4.6,-0.0151,1.27,20.06,0.0208,7.13,0.27,-0.0189,1.19,0.16699999999999998,0.0208,0.98,0.215,-0.045899999999999996,1.39,0.13699999999999998,1.5547,1.74,0.188,1.5729,0.024,0.22899999999999998,0.6379,4.4,9.16,-0.3705,5.4,0.0,0.158,0.82,CRPG6
0.0,0.0,0.0,0.0,0.0,0.0,-0.09820000000000001,0.0,0.0,0.0163,0.0,0.0,-0.09820000000000001,0.0,0.0,0.1648,0.0,0.0,-0.18350000000000002,0.0,0.0,0.4301,0.04,0.0,-0.09,0.0,0.0,0.9640000000000001,0.0,0.0,0.0,0.0,CSAB3
0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.0,0.0,0.0039000000000000003,0.0,0.0,0.0149,0.0,0.0,0.0576,0.0,0.0,-0.1916,0.0,0.0,0.3321,0.045,0.0,0.319,0.0,0.0,0.5821999999999999,0.0,0.0,0.0,0.0,CSAB4
0.0319,14.84,5.54,0.0319,3.38,24.32,0.125,23.35,0.258,0.8948999999999999,2.67,0.114,0.1821,1.09,0.201,1.1249,8.99,0.047,-0.1707,-2.89,0.055999999999999994,0.1162,0.012,0.228,0.624,21.03,1.75,-0.06559999999999999,29.47,1.23,0.098,0.41,CSAN3
0.0064,12.7,5.34,0.0064,1.3,52.14,-0.008199999999999999,7.34,0.409,0.1532,1.72,0.23399999999999999,-0.0024,0.75,0.135,0.1315,11.62,0.102,0.5364,-2.92,0.109,0.2455,0.025,0.102,1.4417,6.5,1.63,-0.37420000000000003,9.79,0.51,0.069,0.44,CSMG3
0.009300000000000001,7.33,1.78,0.009300000000000001,2.04,6.37,-0.107,3.35,0.326,0.3807,0.72,0.21600000000000003,-0.07730000000000001,0.35,0.115,0.7081999999999999,26.02,0.106,0.1331,-0.65,0.12,-0.2278,0.073,0.27899999999999997,1.7049,6.62,1.06,-0.171,8.3,3.31,0.134,0.49,CSNA3
0.0513,22.15,0.93,0.0513,3.44,5.96,0.1032,13.8,0.215,0.3336,1.78,0.129,0.1032,0.86,0.08,0.1673,8.76,0.062,-0.039,-1.66,0.07,0.3433,0.055999999999999994,0.155,0.6525,14.65,1.72,0.3655,19.98,1.74,0.046,0.48,CSRN3
0.0,22.69,0.93,0.0,3.52,5.96,0.0,14.13,0.215,0.21559999999999999,1.82,0.129,0.1751,0.88,0.08,0.21289999999999998,8.97,0.062,-0.2311,-1.71,0.07,0.6356,0.06,0.155,1.0,14.9,1.72,0.1753,20.32,1.74,0.046,0.48,CSRN5
0.0,20.59,0.93,0.0,3.2,5.96,0.0,12.83,0.215,0.25370000000000004,1.66,0.129,0.1258,0.8,0.08,0.11359999999999999,8.14,0.062,0.2842,-1.55,0.07,0.0365,0.066,0.155,0.8931,13.94,1.72,0.19690000000000002,19.01,1.74,0.046,0.48,CSRN6
0.0,-1.04,-12.98,0.0,-0.25,-54.06,0.2509,3.66,0.414,1.702,0.26,0.071,0.2509,0.23,-0.249,1.2086,-0.19,0.063,0.029500000000000002,-0.17,0.071,-0.525,0.0,0.24,0.0101,19.26,0.32,-0.32189999999999996,28.04,-1.7,0.043,0.89,CTKA3
-0.0333,-1.12,-12.98,-0.0333,-0.27,-54.06,0.1328,3.93,0.414,2.5366,0.28,0.071,0.124,0.25,-0.249,2.7941000000000003,-0.2,0.063,0.2186,-0.18,0.071,0.5852,0.0,0.24,-0.4824,19.44,0.32,-0.0556,28.31,-1.7,0.043,0.89,CTKA4
0.0,4.2,3.31,0.0,0.41,33.59,0.2193,1.17,0.349,0.287,0.36,0.307,0.24,0.1,0.17600000000000002,0.3874,1.8,0.084,0.3467,-0.46,0.09300000000000001,0.8072,0.0,0.098,-0.046,3.62,1.18,-0.304,4.74,1.49,-0.14300000000000002,0.27,CTNM3
0.0276,3.04,3.31,0.0276,0.3,33.59,0.004,0.85,0.349,-0.0059,0.26,0.307,0.0,0.07,0.17600000000000002,0.3832,1.3,0.084,0.16670000000000001,-0.33,0.09300000000000001,0.7049,0.0,0.098,0.6339,3.38,1.18,-0.1884,4.41,1.49,-0.14300000000000002,0.27,CTNM4
0.0,5.35,1.56,0.0,1.15,7.29,0.3186,8.89,0.20600000000000002,0.6855,0.71,0.08,0.3063,0.54,0.132,0.4612,6.91,0.06,0.8326,-5.8,0.065,1.2981,0.038,0.214,-0.32030000000000003,11.59,1.21,-0.23879999999999998,15.38,0.87,0.069,0.76,CTSA3
0.0591,4.94,1.56,0.0591,1.06,7.29,0.1174,8.2,0.20600000000000002,0.17,0.65,0.08,0.0983,0.49,0.132,0.08839999999999999,6.38,0.06,1.6875,-5.34,0.065,0.9048,0.046,0.214,-0.1,11.07,1.21,-0.39130000000000004,14.69,0.87,0.069,0.76,CTSA4
0.0044,22.64,1.62,0.0044,3.99,9.19,-0.17059999999999997,7.76,0.8859999999999999,-0.4296,2.76,0.35600000000000004,-0.163,0.79,0.11599999999999999,-0.2782,3.29,0.102,0.2711,-10.59,0.122,1.0683,0.012,0.17600000000000002,0.8366,7.82,1.49,-0.0684,9.36,1.13,0.228,0.29,CVCB3
0.0204,33.89,0.96,0.0204,2.54,12.79,-0.010700000000000001,30.59,0.289,1.0801,3.22,0.105,0.09300000000000001,1.3,0.11900000000000001,1.0590000000000002,3.46,0.043,0.26489999999999997,10.3,0.051,0.2984,0.055999999999999994,0.075,0.4048,29.91,2.88,-0.2577,32.82,0.48,-0.057999999999999996,0.4,CYRE3
0.0,246.01,0.26,0.0,8.76,7.42,0.1017,86.72,0.35100000000000003,1.1143,7.38,0.085,0.13570000000000002,3.5,0.031,1.1753,40.71,0.04,-0.0141,-10.04,0.046,0.5590999999999999,0.006,0.036000000000000004,0.7576,42.92,1.52,-0.003,92.01,0.75,0.122,0.48,DASA3
0.042300000000000004,28.84,0.59,0.042300000000000004,2.0,8.49,0.0974,11.78,0.317,1.0371,1.76,0.149,0.134,0.56,0.073,1.1676,1.37,0.047,0.4568,-3.06,0.059000000000000004,0.2402,0.052000000000000005,0.069,0.363,10.61,4.72,-0.5213,12.25,0.71,-0.07400000000000001,0.32,DIRR3
0.2418,-1.36,-1.66,0.2418,-1.29,-1.76,-0.124,28.94,0.171,-0.731,1.26,0.043,-0.22870000000000001,0.43,-0.925,-0.701,-3.0,0.015,-0.057699999999999994,-0.37,0.017,-0.5315,0.0,0.9470000000000001,-0.6299,5.17,0.54,2.7031,20.63,0.0,-0.024,0.34,DMMO3
0.0,59.35,0.18,0.0,1.14,9.51,0.08,55.72,0.24,0.48350000000000004,1.32,0.024,0.08,0.89,0.022000000000000002,0.3736,2.2,0.016,0.0139,3.25,0.018000000000000002,-0.061399999999999996,0.0,0.019,-0.0509,23.19,5.57,0.4549,53.12,0.06,0.06,0.67,DOHL3
-0.0106,35.89,0.18,-0.0106,0.69,9.51,-0.1176,33.69,0.24,-0.0536,0.8,0.024,-0.13970000000000002,0.54,0.022000000000000002,-0.0269,1.33,0.016,0.38539999999999996,1.97,0.018000000000000002,0.3765,0.0,0.019,-0.0705,13.57,5.57,0.1311,31.09,0.06,0.06,0.67,DOHL4
0.0087,-25.92,-0.22,0.0087,-51.22,-0.11,0.16,35.46,0.52,1.2394,3.53,0.099,0.1373,1.49,-0.136,1.125,-4.93,0.042,-0.29410000000000003,-1.75,0.049,-0.0556,0.0,1.976,-0.21739999999999998,16.82,0.37,0.15,38.58,-5.62,0.026000000000000002,0.42,DTCY3
-0.0127,-507.01,-0.03,-0.0127,2.25,6.89,-0.1193,31.39,0.264,0.2663,2.24,0.071,-0.073,0.99,-0.004,0.4426,8.95,0.031,0.37,-4.12,0.036000000000000004,0.3667,0.024,-0.004,0.1723,13.29,1.52,-0.1902,37.72,0.67,0.057,0.44,DTEX3
0.0,14.64,0.78,0.0,1.56,7.36,-0.1775,11.87,0.19699999999999998,1.3544999999999998,0.88,0.07400000000000001,-0.1793,0.7,0.06,2.5354,15.74,0.059000000000000004,1.0625,-3.33,0.064,0.0159,0.011000000000000001,0.107,0.0,11.19,1.15,0.027200000000000002,15.07,0.5,0.22399999999999998,0.8,EALT3
0.0426,9.37,0.78,0.0426,1.0,7.36,0.1204,7.6,0.19699999999999998,0.4217,0.56,0.07400000000000001,0.12210000000000001,0.45,0.06,0.5745,10.07,0.059000000000000004,0.3639,-2.13,0.064,2.2105,0.019,0.107,-0.1739,8.01,1.15,-0.17859999999999998,10.8,0.5,0.22399999999999998,0.8,EALT4
0.0152,-48.87,-0.37,0.0152,26.77,0.67,0.11320000000000001,8.73,0.385,0.5679,2.7,0.309,0.1043,0.79,-0.055,0.7376999999999999,-7.82,0.091,-0.1779,-1.12,0.12,0.5566,0.0,-0.5479999999999999,0.6697,10.17,0.72,-0.49939999999999996,14.57,25.79,0.061,0.29,ECOR3
-0.0001,7.57,10.33,-0.0001,0.76,102.65,0.0863,-99.05,0.0,0.0001,0.0,0.0,0.0863,0.48,0.0,-0.0677,0.0,-0.005,2.0223,0.0,0.0,0.0008,0.026000000000000002,0.10099999999999999,-0.0326,-98.6,0.0,-0.0599,-98.2,0.0,0.0,0.0,ECPR3
0.0,7.84,10.33,0.0,0.79,102.65,0.019,-102.6,0.0,-0.1716,0.0,0.0,0.019,0.5,0.0,-0.18710000000000002,0.0,-0.005,1.9363,0.0,0.0,-0.0024,0.027000000000000003,0.10099999999999999,0.0,-102.16,0.0,0.0,-101.75,0.0,0.0,0.0,ECPR4
0.0106,17.49,3.01,0.0106,5.67,9.28,0.005699999999999999,11.23,0.436,0.2758,4.61,0.41,0.0354,1.54,0.264,0.5920000000000001,36.61,0.13699999999999998,0.2998,-2.71,0.149,0.0931,0.031,0.324,0.0705,11.94,1.35,0.06280000000000001,14.42,1.84,0.10400000000000001,0.33,EGIE3
0.0,12.91,1.91,0.0,1.83,13.49,0.0,7.5,0.162,0.45909999999999995,1.0,0.133,-0.0008,0.61,0.077,0.4603,4.59,0.081,-0.18239999999999998,-1.85,0.09699999999999999,0.4582,0.027999999999999997,0.142,0.1656,9.34,1.66,0.0,12.48,1.46,-0.013000000000000001,0.61,EKTR3
-0.0275,12.2,1.91,-0.0275,1.73,13.49,-0.0355,7.09,0.162,0.2168,0.94,0.133,-0.0908,0.58,0.077,0.40259999999999996,4.34,0.081,-0.1492,-1.74,0.09699999999999999,0.2354,0.033,0.142,-0.011200000000000002,9.03,1.66,0.6933,12.07,1.46,-0.013000000000000001,0.61,EKTR4
-0.028300000000000002,9.37,1.87,-0.028300000000000002,2.36,7.4,-0.041100000000000005,27.26,0.121,0.3331,0.55,0.02,-0.041100000000000005,1.07,0.057999999999999996,0.5467,3.9,0.039,0.9868000000000001,57.64,0.048,0.8875,0.021,0.252,-0.32770000000000005,17.63,1.93,-0.22469999999999998,32.98,0.68,0.066,1.95,ELEK3
-0.011000000000000001,9.63,1.87,-0.011000000000000001,2.43,7.4,0.0169,28.04,0.121,0.4108,0.56,0.02,0.0169,1.1,0.057999999999999996,0.4932,4.01,0.039,0.4294,59.29,0.048,1.254,0.02,0.252,-0.3899,18.04,1.93,-0.1591,33.76,0.68,0.066,1.95,ELEK4
-0.0089,2.68,14.52,-0.0089,0.83,46.61,0.0338,3.66,1.069,0.06,3.38,0.924,0.028300000000000002,0.3,1.2670000000000001,0.5997,3.75,0.081,0.2529,-0.7,0.08900000000000001,-0.152,0.021,0.312,2.9573,5.61,1.56,0.0181,6.29,0.8,-0.163,0.09,ELET3
0.0,3.24,14.52,0.0,1.01,46.61,0.11900000000000001,4.43,1.069,0.1932,4.09,0.924,0.11900000000000001,0.36,1.2670000000000001,0.47159999999999996,4.54,0.081,0.1425,-0.85,0.08900000000000001,0.0378,0.0,0.312,0.5072,6.3,1.56,-0.0993,7.06,0.8,-0.163,0.09,ELET5
-0.015700000000000002,2.77,14.52,-0.015700000000000002,0.86,46.61,0.0436,3.79,1.069,0.022400000000000003,3.5,0.924,0.052000000000000005,0.31,1.2670000000000001,0.4132,3.88,0.081,0.2407,-0.73,0.08900000000000001,-0.0644,0.035,0.312,1.4798,5.73,1.56,0.3296,6.42,0.8,-0.163,0.09,ELET6
